policyID,eq_site_limit,hu_site_limit,fl_site_limit,tiv_2011,eq_site_deductible
829499,0,1755628.34,0,1755628.34,0
107044,0,333855,0,333855,0
339840,0,49641,0,49641,0
711874,0,49641,0,49641,0
248936,7657863.3,7657863.3,7657863.3,7657863.3,0
640202,468000,468000,468000,468000,0
447614,403020,403020,403020,403020,0
867079,320040,320040,320040,320040,0
601400,320040,320040,320040,320040,0
903322,292500,292500,292500,292500,0
622622,218970,218970,218970,218970,0
966737,163350,163350,163350,163350,0
797037,74790,74790,74790,74790,0
902485,67140,67140,67140,67140,0
505556,0,12240000,0,12240000,0
790298,0,8028822.78,0,8028822.78,0
859156,0,735104.7,0,735104.7,0
832369,0,3415694.04,0,3415694.04,0
713455,0,1424901.06,0,1424901.06,0
461214,0,603802.98,0,603802.98,0
985958,0,21267.18,0,21267.18,0
269939,0,30513.78,0,30513.78,0
175266,0,24041.16,0,24041.16,0
899012,0,131301.72,0,131301.72,0
164985,0,1070907.12,0,1070907.12,0
489850,0,5477256,0,5477256,0
182882,0,3185163,0,3185163,0
232388,0,305289,0,305289,0
607584,0,2663280,0,2663280,0
277897,0,2223369,0,2223369,0
215824,0,4397166,0,4397166,0
196522,0,178200,0,178200,0
231710,0,2294163,0,2294163,0
336199,120744,120744,120744,120744,0
701244,86824.8,86824.8,86824.8,86824.8,0
390182,112860,112860,112860,112860,0
513638,321408,321408,321408,321408,0
974117,214272,214272,214272,214272,0
926689,535680,535680,535680,535680,0
157336,535680,535680,535680,535680,0
297181,535680,535680,535680,535680,0
219299,321408,321408,321408,321408,0
957192,428544,428544,428544,428544,0
813767,428544,428544,428544,428544,0
870537,535680,535680,535680,535680,0
968239,6413085.9,6413085.9,6413085.9,6413085.9,0
490999,3200903.1,3200903.1,3200903.1,3200903.1,0
163090,849577.5,849577.5,849577.5,849577.5,0
930584,734107.5,734107.5,734107.5,734107.5,0
668919,181503,181503,181503,181503,0
786175,47740.5,47740.5,47740.5,47740.5,0
895219,46228.5,46228.5,46228.5,46228.5,0
238464,26956.8,26956.8,26956.8,26956.8,0
849793,1336.5,1336.5,1336.5,1336.5,0
724239,328500,328500,328500,328500,0
544987,568556.1,568556.1,0,568556.1,0
743034,152784,152784,0,152784,0
977940,90167.4,90167.4,0,90167.4,0
667105,452800.8,452800.8,452800.8,452800.8,0
573248,0,16290000,0,16290000,0
880620,0,12510000,0,12510000,0
600006,0,7572640.83,0,7572640.83,0
793776,177300000,177300000,177300000,177300000,0
219141,50400000,50400000,50400000,50400000,0
370785,3536035.2,3536035.2,3536035.2,3536035.2,0
826626,6480000,6480000,6480000,6480000,0
234824,9810000,9810000,9810000,9810000,0
158816,411751.8,411751.8,411751.8,411751.8,0
298168,9540000,9540000,9540000,9540000,0
952386,7613.1,7613.1,7613.1,7613.1,0
863080,390425.4,390425.4,390425.4,390425.4,0
953891,82418.4,82418.4,82418.4,82418.4,0
228058,6921,6921,6921,6921,0
844767,1530000,1530000,1530000,1530000,0
780551,238793.4,238793.4,238793.4,238793.4,0
955322,198378,198378,198378,198378,0
997100,1320156,1320156,1320156,1320156,0
470240,3460.5,3460.5,3460.5,3460.5,0
168633,4401882.9,4401882.9,4401882.9,4401882.9,0
128843,747911.7,747911.7,747911.7,747911.7,0
799935,225000,225000,225000,225000,0
893423,0,622715.06,0,622715.06,0
746121,0,197856.54,0,197856.54,0
631288,0,231631.82,0,231631.82,0
237339,0,329123.55,0,329123.55,0
793626,0,74719.94,0,74719.94,0
856137,0,261207.21,0,261207.21,0
170184,0,336149.95,0,336149.95,0
444567,0,67387.61,0,67387.61,0
194738,0,1247633.46,0,1247633.46,0
454808,0,560249.91,0,560249.91,0
402620,0,1925360.28,0,1925360.28,0
756212,0,562205.2,0,562205.2,0
596649,0,889516.45,0,889516.45,0
487247,0,642588.99,0,642588.99,0
839614,0,839457.08,0,839457.08,0
981981,0,112049.98,0,112049.98,0
612511,0,3487346.22,0,3487346.22,0
530844,0,2456330.75,0,2456330.75,0
446962,0,811793.75,0,811793.75,0
718729,0,1222179.8,0,1222179.8,0
123257,0,1346754.6,0,1346754.6,0
613286,0,35913.46,0,35913.46,0
460660,0,145898.42,0,145898.42,0
992831,0,959749.7,0,959749.7,0
206230,0,569003.82,0,569003.82,0
608663,0,2377770.07,0,2377770.07,0
191487,0,728324.89,0,728324.89,0
936510,0,494932.32,0,494932.32,0
204720,0,2273208.7,0,2273208.7,0
382220,0,1058948.15,0,1058948.15,0
386611,0,17730000,0,17730000,0
958773,0,210093.72,0,210093.72,0
290187,0,500593.67,0,500593.67,0
857732,0,904919.33,0,904919.33,0
532080,0,168339.59,0,168339.59,0
461571,825750,825750,825750,825750,0
668577,322037.1,322037.1,322037.1,322037.1,0
429604,8550,8550,8550,8550,0
301370,13050000,13050000,13050000,13050000,0
551967,2288506.5,2288506.5,2288506.5,2288506.5,0
959582,1853658,1853658,1853658,1853658,92682.9
338419,649365.3,649365.3,649365.3,649365.3,0
828514,489654,489654,489654,489654,24482.7
457542,433495.8,433495.8,433495.8,433495.8,0
512049,429142.5,429142.5,429142.5,429142.5,0
670276,340812.9,340812.9,340812.9,340812.9,0
251589,227244.6,227244.6,227244.6,227244.6,0
738467,160064.1,160064.1,160064.1,160064.1,0
504179,112823.1,112823.1,112823.1,112823.1,0
403201,90432.9,90432.9,90432.9,90432.9,0
483095,77714.1,77714.1,77714.1,77714.1,0
107759,47740.5,47740.5,47740.5,47740.5,0
333922,26956.8,26956.8,26956.8,26956.8,0
926608,19096.2,19096.2,19096.2,19096.2,0
217658,8278.2,8278.2,8278.2,8278.2,0
460638,575174.7,575174.7,0,575174.7,0
902338,0,6850.16,0,6850.16,0
997849,0,284547.63,0,284547.63,0
500130,0,3059237.04,0,3059237.04,0
258898,0,7701.44,0,7701.44,0
216096,0,1739081.67,0,1739081.67,0
635216,0,627667.45,0,627667.45,0
254779,0,726021.27,0,726021.27,0
772924,0,686390.94,0,686390.94,0
211880,0,681898.43,0,681898.43,0
302142,0,1550717.26,0,1550717.26,0
874717,0,1299778.64,0,1299778.64,0
912868,0,692167.02,0,692167.02,0
839201,0,558354.48,0,558354.48,0
284427,0,2403491.42,0,2403491.42,0
966438,0,697943.1,0,697943.1,0
192988,0,60007.06,0,60007.06,0
882327,0,60007.06,0,60007.06,0
677747,0,543593.39,0,543593.39,0
429510,0,5101394.2,0,5101394.2,0
849612,0,1099849.59,0,1099849.59,0
198696,0,1787816.73,0,1787816.73,0
704517,0,399038.4,0,399038.4,0
538419,0,407019.17,0,407019.17,0
914146,0,134675.46,0,134675.46,0
642764,0,7481.97,0,7481.97,0
170616,0,56024.99,0,56024.99,0
786753,0,3541013.56,0,3541013.56,0
165874,0,2102832.61,0,2102832.61,0
890223,0,1425905.53,0,1425905.53,0
146045,0,3717850.75,0,3717850.75,0
968169,0,504224.92,0,504224.92,0
225884,0,1981997.96,0,1981997.96,0
486786,0,216370.44,0,216370.44,0
364567,0,39760.38,0,39760.38,0
193636,14490000,14490000,14490000,14490000,0
798507,1513193.4,1513193.4,1513193.4,1513193.4,0
912021,1431666.9,1431666.9,1431666.9,1431666.9,0
235211,1050291,1050291,1050291,1050291,0
449935,786348,786348,786348,786348,39317.4
482709,587081.7,587081.7,587081.7,587081.7,0
719335,486405,486405,486405,486405,0
787410,251426.7,251426.7,251426.7,251426.7,0
229169,188603.1,188603.1,188603.1,188603.1,0
101803,164682.9,164682.9,164682.9,164682.9,0
881092,1350000,1350000,1350000,1350000,67500
335163,94384.8,94384.8,94384.8,94384.8,0
207361,57092.4,57092.4,57092.4,57092.4,0
206465,55159.2,55159.2,55159.2,55159.2,0
666849,53936.1,53936.1,53936.1,53936.1,0
251808,42966.9,42966.9,42966.9,42966.9,0
339792,33868.8,33868.8,33868.8,33868.8,0
625677,28644.3,28644.3,28644.3,28644.3,0
243688,2566.8,2566.8,2566.8,2566.8,0
609587,99015.3,99015.3,0,99015.3,0
761534,409232.7,409232.7,0,409232.7,0
545820,576071.1,576071.1,0,576071.1,0
301577,0,359388,0,359388,0
365067,4725000,4725000,4725000,4725000,0
730249,0,1270210.55,0,1270210.55,0
656860,0,119711.52,0,119711.52,0
745150,0,303019.79,0,303019.79,0
855576,0,29578.72,0,29578.72,0
824071,0,40369.38,0,40369.38,0
101435,0,10268.59,0,10268.59,0
672037,0,438982.14,0,438982.14,0
893950,0,667458.23,0,667458.23,0
174113,0,517280.13,0,517280.13,0
507602,0,500593.67,0,500593.67,0
384205,0,600712.41,0,600712.41,0
110442,0,2033180.46,0,2033180.46,0
455063,0,257180.25,0,257180.25,0
543616,0,67387.61,0,67387.61,0
568452,0,2806623.29,0,2806623.29,0
284613,0,2671415.77,0,2671415.77,0
534443,0,7893627.99,0,7893627.99,0
573663,0,1521034.62,0,1521034.62,0
259340,0,2244970.09,0,2244970.09,0
782907,0,8223213.76,0,8223213.76,0
176541,0,336149.95,0,336149.95,0
896086,0,1407358.56,0,1407358.56,0
967630,0,3306656.64,0,3306656.64,0
173405,0,869779.01,0,869779.01,0
315682,0,78560.69,0,78560.69,0
821081,0,74719.94,0,74719.94,0
538895,0,74719.94,0,74719.94,0
280239,0,236968.95,0,236968.95,0
429358,0,2499759.43,0,2499759.43,0
132788,0,364238.93,0,364238.93,0
916148,0,67387.61,0,67387.61,0
249043,0,1005038.07,0,1005038.07,0
876989,0,46208.65,0,46208.65,0
284830,0,6842088.65,0,6842088.65,0
412724,0,67387.61,0,67387.61,0
759074,0,9900000,0,9900000,0
207362,0,4001357.56,0,4001357.56,0
999216,0,1414092.33,0,1414092.33,0
512085,0,40203.12,0,40203.12,0
173324,0,700312.39,0,700312.39,0
377010,0,286185.35,0,286185.35,0
582596,0,11971.15,0,11971.15,0
861370,0,453407.38,0,453407.38,0
999091,0,224099.97,0,224099.97,0
628778,0,74719.94,0,74719.94,0
365492,0,1414092.33,0,1414092.33,0
687502,0,3047032.28,0,3047032.28,0
500980,0,119711.52,0,119711.52,0
853505,0,78560.69,0,78560.69,0
890983,0,23850000,0,23850000,0
856135,0,3047032.28,0,3047032.28,0
188214,6953913.9,6953913.9,6953913.9,6953913.9,0
936547,436950,436950,436950,436950,0
696904,1774215,1774215,1774215,1774215,0
436225,846450,846450,846450,846450,0
199533,408600,408600,408600,408600,0
242434,238770,238770,238770,238770,0
252035,224190,224190,224190,224190,0
321400,108000,108000,108000,108000,0
919929,97380,97380,97380,97380,0
585185,59040,59040,59040,59040,0
478446,39474,39474,39474,39474,0
708815,8370,8370,8370,8370,0
345490,0,632467.44,0,632467.44,0
419414,0,1029146.58,0,1029146.58,0
127076,0,2787849.9,0,2787849.9,0
166342,0,46233,0,46233,0
836614,0,10171.26,0,10171.26,0
484522,0,2773.98,0,2773.98,0
621324,0,2491958.7,0,2491958.7,0
154445,0,1382366.7,0,1382366.7,0
718596,0,1689353.82,0,1689353.82,0
773384,0,4584464.28,0,4584464.28,0
357710,0,71198.82,0,71198.82,0
526088,0,36061.74,0,36061.74,0
745477,0,423494.28,0,423494.28,0
171647,0,1612607.04,0,1612607.04,0
810829,39510,39510,0,39510,0
684944,9360000,9360000,9360000,9360000,0
619262,81849.6,81849.6,81849.6,81849.6,0
312635,0,746406.11,0,746406.11,0
727722,0,1543280.17,0,1543280.17,0
399238,853568.1,853568.1,853568.1,853568.1,0
663096,841056.3,841056.3,841056.3,841056.3,0
318597,144121.5,144121.5,144121.5,144121.5,0
346705,102023.1,102023.1,102023.1,102023.1,0
506822,59364,59364,59364,59364,2968.2
913753,13860000,13860000,13860000,13860000,0
926726,881836.2,881836.2,0,881836.2,0
536182,439182,439182,0,439182,0
340126,465335.1,465335.1,0,465335.1,0
750560,0,650505.05,0,650505.05,0
644559,0,857736.61,0,857736.61,0
496964,0,250668,0,250668,0
553602,0,259308,0,259308,0
939079,5232600,5232600,5232600,5232600,0
827672,0,1212527.82,0,1212527.82,0
206006,4845375,4845375,4845375,4845375,0
230656,0,615141.68,0,615141.68,0
280510,0,9450000,0,9450000,0
524196,869225.4,869225.4,869225.4,869225.4,0
927241,0,58193.1,0,58193.1,0
991142,0,161211.51,0,161211.51,0
834720,0,198089.31,0,198089.31,0
800649,0,140361.76,0,140361.76,0
932040,0,189343.72,0,189343.72,0
384396,0,978724.81,0,978724.81,0
582723,0,337900.73,0,337900.73,0
770816,0,65462.25,0,65462.25,0
732462,0,336149.95,0,336149.95,0
450936,0,876841.16,0,876841.16,0
541953,0,3353502.09,0,3353502.09,0
743033,0,8298538.9,0,8298538.9,0
754529,0,249399,0,249399,0
161907,0,112049.98,0,112049.98,0
829142,0,65362.49,0,65362.49,0
931851,0,730995.12,0,730995.12,0
582859,0,2675127.66,0,2675127.66,0
770002,0,581619.25,0,581619.25,0
163630,0,546802.32,0,546802.32,0
537904,0,1172035.64,0,1172035.64,0
727550,0,2448679.19,0,2448679.19,0
841337,0,1378760.81,0,1378760.81,0
133071,0,72585.08,0,72585.08,0
504717,0,1432132.19,0,1432132.19,0
845471,0,398684.25,0,398684.25,0
333777,0,32089.34,0,32089.34,0
207292,0,1095048.66,0,1095048.66,0
838765,0,672299.9,0,672299.9,0
894705,0,2960332.88,0,2960332.88,0
867861,0,72585.08,0,72585.08,0
128204,0,3287677.38,0,3287677.38,0
552958,0,2263902.8,0,2263902.8,0
239613,0,65462.25,0,65462.25,0
106639,0,728324.89,0,728324.89,0
812087,0,251892.99,0,251892.99,0
411523,0,148143.01,0,148143.01,0
509413,0,319516.7,0,319516.7,0
237155,0,1008195.46,0,1008195.46,0
375058,0,6418528.44,0,6418528.44,0
734155,0,3281051.71,0,3281051.71,0
806074,0,2402004.1,0,2402004.1,0
108291,0,9720000,0,9720000,0
922427,0,10170000,0,10170000,0
255713,0,9810000,0,9810000,0
233094,0,7204509.39,0,7204509.39,0
751459,0,1125000,0,1125000,0
637795,0,1120471.58,0,1120471.58,0
556581,0,925165.49,0,925165.49,0
938159,0,1660827.39,0,1660827.39,0
295440,0,420427.36,0,420427.36,0
709919,0,813743.52,0,813743.52,0
517676,0,532573.27,0,532573.27,0
246217,0,94500,0,94500,0
415232,0,202696.2,0,202696.2,0
763029,0,180848.12,0,180848.12,0
270169,0,59039.83,0,59039.83,0
936285,0,175753.93,0,175753.93,0
187543,0,52200,0,52200,0
542204,0,29700,0,29700,0
712934,0,10350,0,10350,0
178087,1273787.1,1273787.1,1273787.1,1273787.1,0
726547,706396.5,706396.5,706396.5,706396.5,0
707185,125640,125640,125640,125640,0
713563,88145.1,88145.1,88145.1,88145.1,0
974564,7530.3,7530.3,7530.3,7530.3,0
411177,4590,4590,4590,4590,0
218570,0,316233.72,0,316233.72,0
450928,0,15719.22,0,15719.22,0
697234,0,1285277.4,0,1285277.4,0
474243,0,218219.76,0,218219.76,0
540104,0,147945.6,0,147945.6,0
176651,0,4623.3,0,4623.3,0
701538,0,16643.88,0,16643.88,0
617622,0,5547.96,0,5547.96,0
851420,0,3572886.24,0,3572886.24,0
418427,0,547398.72,0,547398.72,0
941834,0,686097.72,0,686097.72,0
571392,0,1731888.18,0,1731888.18,0
774866,99162,99162,99162,99162,0
370192,417366,417366,417366,417366,20868.3
487153,72511.2,72511.2,72511.2,72511.2,0
982085,652059,652059,0,652059,0
549792,0,270000,0,270000,0
483567,0,90000,0,90000,0
586514,315414,315414,315414,315414,0
235441,315414,315414,315414,315414,0
443370,357947.1,357947.1,357947.1,357947.1,0
920996,357947.1,357947.1,357947.1,357947.1,0
915081,357947.1,357947.1,357947.1,357947.1,0
969495,357947.1,357947.1,357947.1,357947.1,0
545040,357947.1,357947.1,357947.1,357947.1,0
928384,357947.1,357947.1,357947.1,357947.1,0
481363,357947.1,357947.1,357947.1,357947.1,0
324352,357947.1,357947.1,357947.1,357947.1,0
914237,357947.1,357947.1,357947.1,357947.1,0
353552,357947.1,357947.1,357947.1,357947.1,0
486576,334530,334530,334530,334530,0
933585,334530,334530,334530,334530,0
342063,334530,334530,334530,334530,0
401013,334530,334530,334530,334530,0
808535,334530,334530,334530,334530,0
545038,334530,334530,334530,334530,0
785972,315414,315414,315414,315414,0
510173,315414,315414,315414,315414,0
853216,315414,315414,315414,315414,0
495035,315414,315414,315414,315414,0
217355,315414,315414,315414,315414,0
672610,315414,315414,315414,315414,0
281231,315414,315414,315414,315414,0
364437,315414,315414,315414,315414,0
711740,0,66846.48,0,66846.48,0
815634,0,66846.48,0,66846.48,0
706146,0,66846.48,0,66846.48,0
422556,0,173056.03,0,173056.03,0
786106,0,1329.52,0,1329.52,0
718518,0,2073.13,0,2073.13,0
288192,0,959.62,0,959.62,0
340355,0,3271.7,0,3271.7,0
860868,0,3271.7,0,3271.7,0
230754,0,2224.15,0,2224.15,0
230159,0,5838.02,0,5838.02,0
957652,0,6034.91,0,6034.91,0
973610,0,8723.58,0,8723.58,0
478749,0,6919.98,0,6919.98,0
904934,0,6919.98,0,6919.98,0
782326,0,15331.01,0,15331.01,0
577375,0,11101.18,0,11101.18,0
868013,0,16479.11,0,16479.11,0
688940,0,13959.42,0,13959.42,0
137828,0,14038.74,0,14038.74,0
775415,0,13039.29,0,13039.29,0
667856,0,14220.01,0,14220.01,0
532175,0,14219.07,0,14219.07,0
243790,0,13931.25,0,13931.25,0
357518,0,14679.79,0,14679.79,0
814817,0,11815.02,0,11815.02,0
952618,0,11815.02,0,11815.02,0
214492,0,17063.87,0,17063.87,0
345348,0,52151.27,0,52151.27,0
908821,0,52151.27,0,52151.27,0
348975,0,47705.83,0,47705.83,0
156178,0,52327.97,0,52327.97,0
274358,0,52327.97,0,52327.97,0
781421,0,56043.96,0,56043.96,0
286390,0,7748.44,0,7748.44,0
248051,0,7748.44,0,7748.44,0
720081,0,7748.44,0,7748.44,0
762222,0,52560.76,0,52560.76,0
282336,0,52560.76,0,52560.76,0
164535,0,4751.28,0,4751.28,0
145837,0,11455.22,0,11455.22,0
480654,0,3385.44,0,3385.44,0
972646,0,4643.28,0,4643.28,0
990168,0,4643.28,0,4643.28,0
558499,0,2971.58,0,2971.58,0
493218,0,2883.65,0,2883.65,0
120729,0,2883.65,0,2883.65,0
384210,0,2883.65,0,2883.65,0
803204,0,3396.91,0,3396.91,0
639710,0,41290.56,0,41290.56,0
869975,202151.7,202151.7,202151.7,202151.7,0
246939,592596,592596,592596,592596,0
585895,324972,324972,324972,324972,0
100958,0,201339.27,0,201339.27,0
582610,0,201339.27,0,201339.27,0
346628,0,214644.01,0,214644.01,0
387611,0,214644.01,0,214644.01,0
289968,0,688.18,0,688.18,0
940108,0,688.18,0,688.18,0
621457,0,688.18,0,688.18,0
456295,0,688.18,0,688.18,0
911398,0,688.18,0,688.18,0
730900,0,688.18,0,688.18,0
480618,0,688.18,0,688.18,0
445793,0,688.18,0,688.18,0
337519,0,688.18,0,688.18,0
109836,3032753.4,3032753.4,3032753.4,3032753.4,0
645592,0,3769770.78,0,3769770.78,0
479355,0,4038541.74,0,4038541.74,0
139324,0,348293.52,0,348293.52,0
376425,0,348293.52,0,348293.52,0
318078,345521.7,345521.7,345521.7,345521.7,0
164472,0,12240000,0,12240000,0
192618,0,338162.04,0,338162.04,0
564766,0,2956384.98,0,2956384.98,0
405806,0,559238.58,0,559238.58,0
562814,0,9940.32,0,9940.32,0
782849,0,877137.66,0,877137.66,0
341345,0,1362301.74,0,1362301.74,0
623931,1911.6,1911.6,1911.6,1911.6,0
969793,0,2097.98,0,2097.98,0
208365,1433.7,1433.7,1433.7,1433.7,0
420037,11469.6,11469.6,11469.6,11469.6,0
397663,1911.6,1911.6,1911.6,1911.6,0
895362,0,382.32,0,382.32,0
324149,1911.6,1911.6,1911.6,1911.6,0
587133,0,109443.88,0,109443.88,0
963719,0,222126.96,0,222126.96,0
178523,0,2265.25,0,2265.25,0
729670,0,2102.76,0,2102.76,0
568470,0,1051.38,0,1051.38,0
174733,0,3154.14,0,3154.14,0
412946,3345.3,3345.3,3345.3,3345.3,0
483716,0,21500.72,0,21500.72,0
295759,0,1954.61,0,1954.61,0
946869,0,2270.03,0,2270.03,0
409180,0,1954.61,0,1954.61,0
667670,0,2289.14,0,2289.14,0
916933,0,476.94,0,476.94,0
853616,265500,265500,265500,265500,0
925630,0,58193.1,0,58193.1,0
723876,0,390824.86,0,390824.86,0
735617,0,249013.26,0,249013.26,0
856749,0,2900073.92,0,2900073.92,0
102437,0,12996.18,0,12996.18,0
114994,0,280124.96,0,280124.96,0
383160,0,616274.9,0,616274.9,0
797429,0,325839.79,0,325839.79,0
672755,0,3111003.13,0,3111003.13,0
431116,0,3675704.81,0,3675704.81,0
422031,0,1115561.73,0,1115561.73,0
459768,0,20201.32,0,20201.32,0
559563,0,89783.64,0,89783.64,0
928718,0,41150.84,0,41150.84,0
773847,0,76316.09,0,76316.09,0
383345,0,151509.89,0,151509.89,0
724935,0,722812.34,0,722812.34,0
107311,0,1014504.42,0,1014504.42,0
690183,0,2083085.2,0,2083085.2,0
308802,0,67387.61,0,67387.61,0
104318,1203021.9,1203021.9,1203021.9,1203021.9,0
729918,246240,246240,246240,246240,0
871118,237870,237870,237870,237870,0
941750,214245,214245,214245,214245,0
193814,0,12240000,0,12240000,0
665105,95967.9,95967.9,95967.9,95967.9,0
423821,0,3371597.58,0,3371597.58,0
450754,0,4342609.82,0,4342609.82,0
759085,0,4342609.82,0,4342609.82,0
384023,0,4342609.82,0,4342609.82,0
587906,763848,763848,763848,763848,38192.4
726892,512700.3,512700.3,512700.3,512700.3,0
646948,406664.1,406664.1,406664.1,406664.1,0
604994,58429.8,58429.8,58429.8,58429.8,0
800258,54000,54000,54000,54000,2700
827229,42966.9,42966.9,42966.9,42966.9,0
854632,16604.1,16604.1,16604.1,16604.1,0
830494,7638.3,7638.3,7638.3,7638.3,0
527932,7638.3,7638.3,7638.3,7638.3,0
902255,4774.5,4774.5,4774.5,4774.5,0
759002,900000,900000,900000,900000,0
180762,362746.8,362746.8,0,362746.8,0
901112,626767.2,626767.2,0,626767.2,0
211305,569373.3,569373.3,0,569373.3,0
353567,21928.5,21928.5,21928.5,21928.5,0
915554,1478700,1478700,1478700,1478700,29574
873056,5252289.3,5252289.3,5252289.3,5252289.3,0
333441,408600000,408600000,408600000,408600000,0
833677,649800,649800,649800,649800,12996
406375,1289700,1289700,1289700,1289700,25794
965496,251100,251100,251100,251100,5022
901919,535500,535500,535500,535500,10710
300785,661500,661500,661500,661500,13230
771266,425565,425565,425565,425565,0
105129,261126,261126,261126,261126,0
730776,478125,478125,478125,478125,0
198647,0,598477.23,0,598477.23,0
242044,0,605423.59,0,605423.59,0
359929,1066672.8,1066672.8,1066672.8,1066672.8,0
402454,0,72793.73,0,72793.73,0
895879,1741945.5,1741945.5,1741945.5,1741945.5,0
281895,8115300,8115300,8115300,8115300,0
851956,813498.3,813498.3,813498.3,813498.3,0
219718,0,8049134.64,0,8049134.64,0
585451,0,10980000,0,10980000,0
154554,0,10080000,0,10080000,0
594209,0,2000726.67,0,2000726.67,0
838270,0,2240935.07,0,2240935.07,0
711868,0,3105117.97,0,3105117.97,0
554346,0,2840847.03,0,2840847.03,0
246723,0,280124.96,0,280124.96,0
569476,0,1213618.76,0,1213618.76,0
261491,0,2409909.28,0,2409909.28,0
574328,0,136604.15,0,136604.15,0
796619,0,83111.39,0,83111.39,0
557976,0,616757.08,0,616757.08,0
710908,0,224658.62,0,224658.62,0
464618,0,943606.1,0,943606.1,0
761767,0,2156203.99,0,2156203.99,0
801118,0,982033.5,0,982033.5,0
928970,0,595624.67,0,595624.67,0
322737,0,3157451.2,0,3157451.2,0
523421,0,124533.23,0,124533.23,0
310772,0,31324.51,0,31324.51,0
869548,0,83111.39,0,83111.39,0
471477,0,224099.97,0,224099.97,0
188299,0,96891.51,0,96891.51,0
667967,0,116905.78,0,116905.78,0
739537,6702105.6,6702105.6,6702105.6,6702105.6,0
535324,0,240606,0,240606,0
529779,0,13770000,0,13770000,0
913205,0,3464745.69,0,3464745.69,0
991263,0,5387744.34,0,5387744.34,0
315310,0,2343440.7,0,2343440.7,0
200402,0,410492.24,0,410492.24,0
819001,0,726294.29,0,726294.29,0
171818,0,560630.69,0,560630.69,0
176491,0,325210.19,0,325210.19,0
717794,0,296258.92,0,296258.92,0
497818,0,298210.19,0,298210.19,0
157889,0,250510.19,0,250510.19,0
536081,0,300853.79,0,300853.79,0
409738,0,408530.69,0,408530.69,0
968630,0,902743.49,0,902743.49,0
107124,0,143761.5,0,143761.5,0
284779,0,58500,0,58500,0
422053,0,67500,0,67500,0
111101,2365583.4,2365583.4,2365583.4,2365583.4,0
579613,1168510.5,1168510.5,1168510.5,1168510.5,0
511385,333000,333000,333000,333000,0
139280,0,538152.12,0,538152.12,0
389456,0,4003777.8,0,4003777.8,0
220865,0,60102.9,0,60102.9,0
856986,0,3991757.22,0,3991757.22,0
232360,0,244110.24,0,244110.24,0
405057,0,36061.74,0,36061.74,0
617694,0,137774.34,0,137774.34,0
244330,0,651885.3,0,651885.3,0
264377,2287406.7,2287406.7,2287406.7,2287406.7,0
207380,1008000,1008000,1008000,1008000,20160
842935,620208,620208,620208,620208,0
646134,195930,195930,195930,195930,0
213283,434520,434520,434520,434520,0
721764,18900000,18900000,18900000,18900000,0
743953,0,60487.57,0,60487.57,0
841558,0,92154.59,0,92154.59,0
796114,0,158617.76,0,158617.76,0
380285,0,168074.97,0,168074.97,0
626109,0,80223.35,0,80223.35,0
360427,0,748197,0,748197,0
179184,0,26935.09,0,26935.09,0
791075,0,284314.86,0,284314.86,0
210957,0,210430.41,0,210430.41,0
588496,0,430337.97,0,430337.97,0
635259,0,31140000,0,31140000,0
740700,0,249399,0,249399,0
428807,0,161610.55,0,161610.55,0
669495,0,1094061.53,0,1094061.53,0
541636,0,1094061.53,0,1094061.53,0
174537,0,1094061.53,0,1094061.53,0
378504,0,1094061.53,0,1094061.53,0
577853,0,1094061.53,0,1094061.53,0
628707,0,1094061.53,0,1094061.53,0
438740,555930,555930,555930,555930,0
278931,316170,316170,316170,316170,0
975429,315000,315000,315000,315000,0
594639,125766,125766,125766,125766,0
496930,65700,65700,65700,65700,0
118064,50400,50400,50400,50400,0
932134,0,4761908.1,0,4761908.1,0
379408,0,5173952.4,0,5173952.4,0
315145,0,1448942.22,0,1448942.22,0
580740,0,1001406.78,0,1001406.78,0
628066,0,1960279.2,0,1960279.2,0
547288,0,3698.64,0,3698.64,0
539737,0,11095.92,0,11095.92,0
974180,0,199726.56,0,199726.56,0
546022,0,1106813.2,0,1106813.2,0
723361,0,544977.52,0,544977.52,0
909171,0,1421748.57,0,1421748.57,0
487212,0,170704.33,0,170704.33,0
897775,0,771972.39,0,771972.39,0
214761,0,15120000,0,15120000,0
221437,0,29700000,0,29700000,0
965140,0,776490.16,0,776490.16,0
662004,16920000,16920000,16920000,16920000,0
591553,5986440,5986440,5986440,5986440,0
160616,2494350,2494350,2494350,2494350,0
645658,2494350,2494350,2494350,2494350,0
168521,1995480,1995480,1995480,1995480,0
351414,748305,748305,748305,748305,0
787236,0,2689520.91,0,2689520.91,0
846357,5731026.3,5731026.3,5731026.3,5731026.3,0
198887,2288936.7,2288936.7,2288936.7,2288936.7,0
884480,1898658,1898658,1898658,1898658,94932.9
268813,584487,584487,584487,584487,0
105198,444393,444393,444393,444393,0
102191,442800,442800,442800,442800,22140
790098,344077.2,344077.2,344077.2,344077.2,0
150290,337748.4,337748.4,337748.4,337748.4,0
102866,252000,252000,252000,252000,12600
183279,227862,227862,227862,227862,11393.1
757083,226587.6,226587.6,226587.6,226587.6,0
603241,212292.9,212292.9,212292.9,212292.9,0
892889,182373.3,182373.3,182373.3,182373.3,0
117037,112500,112500,112500,112500,5625
264682,110028.6,110028.6,110028.6,110028.6,0
338489,104048.1,104048.1,104048.1,104048.1,0
648665,91675.8,91675.8,91675.8,91675.8,0
